Row,Name,Address,Contact,Latitude,Longitude
1121,Mercury Drugs,Gov. Sales St. Davao City 8000 Davao del Sur,(082) 282-1868 / (0908) 813-2449,51.20941,3.22523
1122,Mercury Drugs,Mitra bldg. San Pedro St. Brgy. 3-A Poblacion District Davao City 8000 Davao del Sur,(082) 227-9735 / (082) 224-6829 / ( ) / (0908) 813-2448,7.07855,125.54643
1123,Mercury Drugs,Agusan Rd.cor. Dona Pilar St. Sasa Davao City 8000 Davao del Sur,(082) 235-8437 / ( ) / ( ) / (0908) 813-2284,51.20941,3.22523
1124,Mercury Drugs,"LDM Bldg., Puan  Talomo Proper Davao City 8000 Davao del Sur",(082) 296-0949 / (0908) 813-2409,7.06317,125.54467
1125,Mercury Drugs,"Purok 29, Block 5 Puan,Talomo Proper Davao City 8000 Davao del Sur",(082) 296-1852 / (082) 298-2031 / (0908) 813-2428,7.07855,125.5466
1126,Mercury Drugs,"Purok 42 Block 2 McArthur Hway Talomo Proper, Talomo District Davao City 8000 Davao del Sur",( ) / (082) 286-3762 / (0908) 813-2423,7.06103,125.55792
1127,Mercury Drugs,"Mc Arthur Hway cor. Virgen Delos Remedios Purok 4,Toril Davao City 8000 Davao del Sur",(082) 291-1014 / (0908) 813-2402,51.20941,3.22523
1128,Mercury Drugs,V. Sotto cor. Estrada 1st St. Brgy. Zone 1 Digos City 8002 Davao del Sur,(082) 237-0550 / (0908) 813-2405,6.74435,125.356598
1129,Mercury Drugs,Gaisano Mall of Digos Quirino Ave. Tres De Mayo Digos City 8002 Davao del Sur,(082) 237-1191 / (0908) 813-2418,6.76777,125.33113
1130,Mercury Drugs,Rizal Ave. Digos City 8002 Davao del Sur,(082) 553-2881 / (082) 553-2149 / ( ) / (0908) 813-2397,6.741864,125.355034
1131,Mercury Drugs,Ladera Bldg. 4 Rizal Ave. Zone III Digos City 8002 Davao del Sur,(082) 272-3414 / (0908) 813-2417,6.76744,125.34402
1132,Mercury Drugs,C. Tuballa St. Lupon Lupon 8207 Davao Oriental,(087) 808-5001 / (0908) 813-2483,6.89218,126.0743
1133,Mercury Drugs,Nat'l Hway Dahican Mati City 8200 Davao Oriental,(087) 388-3687 / (0908) 813-2510,6.95565,126.21435
1134,Mercury Drugs,Mabini St. Mati City 8200 Davao Oriental,(087) 388-3686 / ( ) / (0908) 813-2469,6.95565,126.21435
1135,Mercury Drugs,Aguinaldo St. Iligan City 9200 Lanao del Norte,(063) 223-0149 / (063) 223-0164 / (0908) 813-2620,8.22839,124.23539
1136,Mercury Drugs,F. Badelles St. cor. Benito Ong St. Iligan City 9200 Lanao del Norte,(063) 221-3219 / (063) 223-0566 / ( ) / (0908) 813-2613,8.22726,124.23864
1137,Mercury Drugs,Quezon St. Iligan City 9200 Lanao del Norte,(063) 221-5126 / (063) 223-3798 / ( ) / (0908) 813-2612,8.22905,124.23778
1138,Mercury Drugs,Roxas Ave. Poblacion Iligan City 9200 Lanao del Norte,(063) 224-7799 / (0908) 813-2641,8.23252,124.2412
1139,Mercury Drugs,A. Bonifacio Ave. San Miguel Iligan City 9200 Lanao del Norte,(063) 223-2580 / (063) 223-3324 / ( ) / (0908) 813-2627,8.24198,124.24834
1140,Mercury Drugs,Pres. Macapagal Ave.cor. Don Celdran Ave. Tubod Iligan City 9200 Lanao del Norte,(063) 223-9275 / (063) 223-9316 / ( ) / (0908) 813-2628,8.21227,124.24202
1141,Mercury Drugs,Nat'l Hway Poblacion Kapatagan 9214 Lanao del Norte,(063) 382-8084 / (0908) 813-2638,7.89601,123.77181
1142,Mercury Drugs,"7175 Nat'l Hwy, Purok Apitong Brgy. Maranding Lala 9211 Lanao del Norte",(063) 382-8160 / (0908) 813-2646,39.390897,-99.066067
1143,Mercury Drugs,Nat'l Hway Poblacion Linamon 9201 Lanao del Norte,(063) 227-0213 / (0908) 813-2632,8.18592,124.16455
1144,Mercury Drugs,"A & A Bldg. Purok 6A, TCES, Nat'l Hway Poblacion Tubod 9209 Lanao del Norte",(063) 341-5224 / (0908) 813-2640,39.390897,-99.066067
1145,Mercury Drugs,Don Rufino Alonzo St. cor. Quezon Ave. Cotabato City 9600 Maguindanao,(064) 421-2932 / ( ) / ( ) / (0908) 813-2520,7.197034,124.235171
1146,Mercury Drugs,Santos St. cor. Sinsuat Ave. Mother Rosary Heights Cotabato City 9600 Maguindanao,(064) 552-0533 / (0908) 813-2546,7.197034,124.235171
1147,Mercury Drugs,Sinsuat Ave. cor. Gutierrez Ave. Rosary Heights Cotabato City 9600 Maguindanao,(064) 421-8080 / ( ) / ( ) / (0908) 813-2533,7.197034,124.235171
1148,Mercury Drugs,"Don Rufino Alonzo St. Sentral, Poblacion 6 Cotabato City 9600 Maguindanao",(064) 421-3211 / ( ) / ( ) / (0908) 813-2521,7.197034,124.235171
1149,Mercury Drugs,Sinsuat Ave. Cotabato City 9600 Maguindanao,(064) 421-7701 / (064) 421-8570 / ( ) / (0908) 813-2524,7.22489,124.247373
1150,Mercury Drugs,SK Pendatun St. Cotabato City 9600 Maguindanao,(064) 421-2933 / (0908) 813-2545,7.223153,124.247324
1151,Mercury Drugs,D' Fortune Comm'l Center Independence St. Lower Langcangan Oroquieta City 7207 Misamis Occidental,(088) 531-0144 / (0908) 813-2635,8.4705,123.79161
1152,Mercury Drugs,Quijano St.cor. Barrientos St. Poblacion II Oroquieta City 7207 Misamis Occidental,(088) 531-1050 / (088) 531-0108 / (0908) 813-2615,8.333333,123.7
1153,Mercury Drugs,"Pinnacle Bldg. Don Anselmo Bernad Ave. cor. Bongabong St. Purok 9, Catadman-Manabay Ozamis City 7200 Misamis Occidental",(088) 545-3174 / (0908) 813-2639,8.14845,123.84867
1154,Mercury Drugs,Casa Esperanza Don Anselmo Bernad Ave. Ozamis City 7200 Misamis Occidental,(088) 564-3454 / (0908) 813-2631,8.15036,123.85078
1155,Mercury Drugs,Purok Mindog Maningcol Ozamis City 7200 Misamis Occidental,(088) 521-0277 / (0908) 813-2648,8.15232,123.84987
1156,Mercury Drugs,Rizal Ave. cor. Washington St. 50th District Ozamis City 7200 Misamis Occidental,(088) 521-0454 / (088) 521-4639 / ( ) / (0908) 813-2623,8.333333,123.7
1157,Mercury Drugs,Nat'l Hway Bulua Cagayan de Oro City 9000 Misamis Oriental,(088) 858-1718 / (8822) 73-8420 / (0908) 813-2164,8.476366,124.641566
1158,Mercury Drugs,Carmen Public Market V. Castro St. Carmen Cagayan de Oro City 9000 Misamis Oriental,(8822) 72-2878 / (088) 858-1720 / ( ) / (0908) 813-2153,8.47939,124.63587
1159,Mercury Drugs,J. Seriña St. Carmen Cagayan de Oro City 9000 Misamis Oriental,(088) 859-1687 / (0908) 813-2198,8.476366,124.641566
1160,Mercury Drugs,Waling Waling St. Carmen Cagayan de Oro City 9000 Misamis Oriental,(8822) 745-092 / (088) 858-3423 / (0908) 813-2179,8.476366,124.641566
1161,Mercury Drugs,C.M. Recto Ave. cor. Corrales St. Cagayan de Oro City 9000 Misamis Oriental,( ) / (088) 323-2338 / (088) 309-8874 / (0908) 813-2186,8.476366,124.641566
1162,Mercury Drugs,LCC Bldg. Tiano St. cor. Chavez St. Brgy. 4 Cagayan de Oro City 9000 Misamis Oriental,(088) 880-8737 / (0908) 813-2194,8.47835,124.64358
1163,Mercury Drugs,Nat'l Hway Gusa Cagayan de Oro City 9000 Misamis Oriental,(8822) 733-871 / (088) 855-2782 / ( ) / (0908) 813-2177,8.476366,124.641566
1164,Mercury Drugs,Zone 1B Hway Iponan Cagayan de Oro City 9000 Misamis Oriental,( ) / (088) 882-5652 / (0908) 813-2209,8.487,124.64632
1165,Mercury Drugs,R.N. Pelaez Blvd. Cagayan de Oro City 9000 Misamis Oriental,(088) 880-0867 / (0908) 813-2187,8.487245,124.639091
1166,Mercury Drugs,Limketkai Center Cagayan de Oro City 9000 Misamis Oriental,(088) 856-2558 / (088) 856-6932 / (0908) 813-2156,8.47888,124.6513
1167,Mercury Drugs,Osmena St. cor. J.R. Borja St. Cagayan de Oro City 9000 Misamis Oriental,(8822) 72-26-06 / (088) 857-5946 / ( ) / (0908) 813-2152,8.476366,124.641566
1168,Mercury Drugs,Puerto Public Market Nat'l Hway Puerto Cagayan de Oro City 9000 Misamis Oriental,(8822) 740-102 / (088) 855-6109 / (0908) 813-2162,8.50121,124.75068
1169,Mercury Drugs,Claro M. Recto Ave. Lapasan Cagayan de Oro City 9000 Misamis Oriental,(088) 880-4400 / (0908) 813-2188,8.476366,124.641566
1170,Mercury Drugs,Tirso Neri St. Cagayan de Oro City 9000 Misamis Oriental,(08822) 722-770 / (088) 857-4925 / (0908) 813-2151,8.477945,124.643566
1171,Mercury Drugs,Tomas Saco 15 Macasandig Cagayan de Oro City 9000 Misamis Oriental,(8822) 722-290 / (088) 857-3036 / (0908) 813-2178,8.46675,124.64425
1172,Mercury Drugs,"Lorraines Portico Fr. Mastersons Ave. Upper Balulang, Xavier Estates Cagayan de Oro City 9000 Misamis Oriental",(088) 310-8114 / (088) 851-5810 / (0908) 813-2183,8.476366,124.641566
1173,Mercury Drugs,Khrismarga Bldg. Fr. Mastersons Ave. Upper Balulang Cagayan de Oro City 9000 Misamis Oriental,(088) 882-2288 / (0908) 813-2199,8.4374,124.62933
1174,Mercury Drugs,Nat'l Hway cor. Don R. Baol St. Gingoog City 9014 Misamis Oriental,(088) 42-7923 / (088) 861-4575 / ( ) / (0908) 813-2166,8.824268,125.104181
1175,Mercury Drugs,"Zone 3, Poblacion Opol 9016 Misamis Oriental",( ) / (088) 583-0017 / (0908) 813-2201,8.72,124.84
1176,Mercury Drugs,Nat'l Hway Poblacion Tagoloan 9001 Misamis Oriental,(088) 567-1475 / (8822) 740-713 / (0908) 813-2184,8.72,124.84
1177,Mercury Drugs,Nat'l Hway Poblacion Kabacan 9407 North Cotabato,(064) 248-2629 / ( ) / ( ) / (0908) 813-2538,7.108267,124.823298
1178,Mercury Drugs,Lapu-Lapu St. cor. Quezon Blvd. Kidapawan City 9400 North Cotabato,(064) 577-5733 / ( ) / (0908) 813-2528,7.008349,125.091689
1179,Mercury Drugs,Quezon Blvd. Poblacion Kidapawan City 9400 North Cotabato,(064) 577-5880 / (0908) 813-2544,7.008349,125.091689
1180,Mercury Drugs,"M.H. del Pilar St. Purok 4, Poblacion A M'lang 9402 North Cotabato",(064) 572-6141 / (064) 572-6142 / (0908) 813-2547,6.94618,124.8832
1181,Mercury Drugs,"Purok 20, Nat'l. Hway Poblacion Makilala 9401 North Cotabato",( ) / (064) 572-0001 / (0908) 813-2549,6.961311,125.085853
1182,Mercury Drugs,Jaycee Ave. Poblacion 2 Midsayap 9410 North Cotabato,(064) 229-8891 / ( ) / ( ) / (0908) 813-2523,7.189171,124.53493
1183,Mercury Drugs,"Nat'l Hway Purok Sampaguita, Poblacion 8 Midsayap 9410 North Cotabato",(064) 229-9793 / (064) 229-9796 / (0908) 813-2548,7.189171,124.53493
1184,Mercury Drugs,Quezon Ave. Midsayap 9410 North Cotabato,(064) 229-9430 / (0908) 813-2542,7.196661,124.537478
1185,Mercury Drugs,"Pedro Acharon Blvd., South Dadiangas South Gen. Santos City 9500 South Cotabato",(083) 552-4832 / (083 ) 553-8470 / ( ) / (0908) 813-2550,6.166667,125.0
1186,Mercury Drugs,Aparente St.cor. Pacheco St. Bo. City Heights Gen. Santos City 9500 South Cotabato,(083) 552-3338 / (0908) 813-2571,6.166667,125.0
1187,Mercury Drugs,Nat'l Hway Calumpang Gen. Santos City 9500 South Cotabato,(083) 552-5787 / (0908) 813-2583,6.166667,125.0
1188,Mercury Drugs,J. Catolico St. cor. San Pedro St. Lagao Gen. Santos City 9500 South Cotabato,(083) 553-8303 / (0908) 813-2565,6.166667,125.0
1189,Mercury Drugs,North Nat'l Hway Gen. Santos City 9500 South Cotabato,(083) 554-3338 / (083) 554-3339 / (0908) 813-2570,6.166667,125.0
1190,Mercury Drugs,Pendatun Ave. Dadiangas North Gen. Santos City 9500 South Cotabato,(083) 553-0730 / (0908) 813-2597,6.166667,125.0
1191,Mercury Drugs,Pioneer Ave. Gen. Santos City 9500 South Cotabato,(083) 552-4169 / ( ) / ( ) / (0908) 813-2557,6.166667,125.0
1192,Mercury Drugs,J. Catolico Ave. Lagao Gen. Santos City 9500 South Cotabato,(083) 554-2132 / (0908) 813-2569,6.166667,125.0
1193,Mercury Drugs,Santiago Blvd. Bula Gen. Santos City 9500 South Cotabato,(083) 553-5662 / ( ) / ( ) / (0908) 813-2560,6.166667,125.0
1194,Mercury Drugs,Santiago Blvd. Lagao Gen. Santos City 9500 South Cotabato,(083) 552-0922 / (083) 887-5511 / (0908) 813-2577,6.166667,125.0
1195,Mercury Drugs,V.A. Agri Bldg. Nat'l Hwy Brgy. City Heights Gen. Santos City 9500 South Cotabato,(083) 553-5582 / (0908) 813-2605,6.12422,125.15249
1196,Mercury Drugs,Rafael Alunan Ave. Zone 2 Koronadal City 9506 South Cotabato,(083) 520-0230 / ( ) / ( ) / (0908) 813-2559,6.49534,124.83918
1197,Mercury Drugs,"Rafael Alunan Ave. Purok Pag-asa, Zone 4 Koronadal City 9506 South Cotabato",(083) 520-2590 / (0908) 813-2599,6.49534,124.83918
1198,Mercury Drugs,Gensan Drive cor. Purok Martinez Zone 4 Koronadal City 9506 South Cotabato,(083) 228-7925 / (083) 520-0144 / (0908) 813-2575,6.48733,124.83834
1199,Mercury Drugs,Gensan Drive cor. Arellano St. Zone 3 Koronadal 9506 South Cotabato,(083) 878-0040 / (083) 228-9486 / (0908) 813-2576,6.500372,124.84356
1200,Mercury Drugs,Mall of Ace Centerpoint Sergio Osmeña St. Brgy. Zone II Koronadal City 9506 South Cotabato,(083) 823-7071,39.390897,-99.066067
1201,Mercury Drugs,Zulueta St. Zone I Koronadal 9506 South Cotabato,(083) 520-0229 / (083) 228-5426 / ( ) / (0908) 813-2556,6.166667,125.0
1202,Mercury Drugs,C. Miranda St. Poblacion Polomolok 9504 South Cotabato,(083) 500-9199 / (083) 382-1050 / ( ) / (0908) 813-2563,6.21427,125.064403
1203,Mercury Drugs,Nat'l Hway Magsaysay Polomolok 9504 South Cotabato,(083) 878-2511 / (0908) 813-2578,6.166667,125.0
1204,Mercury Drugs,Poblacion Sto. Nino 9509 South Cotabato,(083) 235-1158 / (0908) 813-2606,6.42629,124.6801
1205,Mercury Drugs,"Allah Valley Drive Zone 5, Libertad Surallah 9512 South Cotabato",(083) 238-3912 / (083) 826-0158 / (0908) 813-2573,6.375611,124.74725
1206,Mercury Drugs,Nat'l.Hway Poblacion Tupi 9505 South Cotabato,(083) 226-1275 / (0908) 813-2611,6.41857,125.07829
1207,Mercury Drugs,Nat'l Hway cor. Gallego St. Kalawag II Isulan 9805 Sultan Kudarat,(064) 471-0273 / (0908) 813-2568,6.55,124.283333
1208,Mercury Drugs,"Nat'l. Hway cor. Magbanua St. Purok Maligaya, Kalawag Isulan 9805 Sultan Kudarat",(064) 201-5334 / (0908) 813-2592,6.634087,124.597138
1209,Mercury Drugs,Nat'l Hway Kalawag III Isulan 9805 Sultan Kudarat,(064) 201-3554 / (064) 471-0091 / ( ) / (0908) 813-2562,6.55,124.283333
1210,Mercury Drugs,Alunan Hway Poblacion Tacurong City 9800 Sultan Kudarat,(064) 477-0525 / (0908) 813-2574,6.688437,124.678658
1211,Mercury Drugs,Bonifacio St. Poblacion Tacurong City 9800 Sultan Kudarat,(064) 200-4125 / (064) 477-0168 / ( ) / (0908) 813-2564,6.688437,124.678658
1212,Mercury Drugs,"Nat'l. Hway Purok Rosas, Buenaflor Tacurong City 9800 Sultan Kudarat",(064) 562-3300 / (0908) 813-2596,6.55,124.283333
1213,Mercury Drugs,Ledesma St. Poblacion Tacurong City 9800 Sultan Kudarat,(064) 200-3202 / (064) 477-0126 / ( ) / (0908) 813-2553,6.688437,124.678658
1214,Mercury Drugs,"San Nicolas St. cor. Burgos St. Purok Malipayon, Washington Surigao City 8400 Surigao del Norte",(086) 826-1129 / (086) 826-1133 / (0908) 813-2267,9.79081,125.49056
1215,Mercury Drugs,Rizal St. Surigao City 8400 Surigao del Norte,(086) 826-8046 / (0908) 813-2238,9.787266,125.492329
1216,Mercury Drugs,San Nicolas St. Surigao City 8400 Surigao del Norte,(086) 826-3563 / ( 086) 231-8770 / ( ) / (0908) 813-2217,9.790467,125.491871
1217,Mercury Drugs,Vasquez St. cor. Rizal St. Surigao City 8400 Surigao del Norte,(086) 826-5220,9.791643,125.492927
1218,Mercury Drugs,Kerby Moresca Bldg. Nat'l Hway  Brgy. 1 Borobo 8309 Surigao del Sur,(086 ) 214-8002 / (0908) 813-2250,39.390897,-99.066067
1219,Mercury Drugs,Abarca St. Mangagoy Bislig City 8311 Surigao del Sur,(086) 645-6480,8.186405,126.352897
1220,Mercury Drugs,Nat'l Hway Bag-ong Lungsod Tandag 8300 Surigao del Sur,(086) 211-3955 / ( ) / ( ) / (0908) 813-2230,9.079983,126.197461
1221,Mercury Drugs,F. Lacaya St. Dipolog City 7100 Zamboanga del Norte,(065) 212-4796 / ( ) / ( ) / (0908) 813-2618,8.585705,123.340903
1222,Mercury Drugs,Rizal Ave. Poblacion Dipolog City 7100 Zamboanga del Norte,(065) 212-6197 / (065) 908-1323 / ( ) / (0908) 813-2630,8.58276,123.340254
1223,Mercury Drugs,Quezon Ave. Poblacion Sindangan 7112 Zamboanga del Norte,(065) 224-2412 / (065) 224-2845 / (0908) 813-2621,8.0,122.666667
1224,Mercury Drugs,Mabini St. Maloloy-on Molave 7023 Zamboanga del Sur,(062) 925-1736 / (062) 225-1399 / (062) 925-2059 / (0908) 813-2673,7.9043,123.3194
1225,Mercury Drugs,Camp Abelon Rizal Ave. Lumbia Pagadian City 7016 Zamboanga del Sur,(062) 215-4419 / (0908) 813-2670,7.83076,123.44753
1226,Mercury Drugs,Gaisano Capital Rizal Ave. San Pedro Pagadian City 7016 Zamboanga del Sur,(062) 215-4286 / (062) 925-1739 / (0908) 813-2669,7.82327,123.44213
1227,Mercury Drugs,P. Urro St. Purok Santan A. San Jose Pagadian City 7016 Zamboanga del Sur,(062) 215-4706 / (062) 991-0467 / (0908) 813-2675,7.824972,123.436582
1228,Mercury Drugs,F.S. Pajares Ave. Santiago Pagadian City 7016 Zamboanga del Sur,(062) 215-3086 / (062) 215-3710 / (062) 925-3243 / (0908) 813-2652,7.9043,123.3194
1229,Mercury Drugs,Rizal Ave. San Francisco Pagadian City 7016 Zamboanga del Sur,(062) 925-1734 / (062) 215-3709 / ( ) / (0908) 813-2654,7.9043,123.3194
1230,Mercury Drugs,"Clara Bldg. Maria Clara Lorenzo Lobregat Hway Zone 5, Divisoria Zamboanga City 7000 Zamboanga del Sur",(062) 957-4716 / (0908) 813-2676,6.91141,122.07614
1231,Mercury Drugs,Maria Clara Lorenzo Lobregat Hway Guiwan Zamboanga City 7000 Zamboanga del Sur,(062) 984-0745 / ( ) / ( ) / (0908) 813-2664,6.9046,122.07637
1232,Mercury Drugs,La Purisima St. Zone II Zamboanga City 7000 Zamboanga del Sur,(062) 957-4996 / (0908) 813-2689,6.9046,122.07637
1233,Mercury Drugs,San Jose Gusu St. cor.Suterville Rd. Zamboanga City 7000 Zamboanga del Sur,(062) 983-0079 / ( ) / ( ) / (0908) 813-2656,6.9046,122.07637
1234,Mercury Drugs,Main Rd. Sta. Maria Zambaonga City 7000 Zamboanga del Sur,(062) 955-0353 / (0908) 813-2672,6.93932,122.07076
1235,Mercury Drugs,San Jose Rd. Sto. Nino Zamboanga City 7000 Zamboanga del Sur,(062) 913-0003 / (0908) 813-2690,6.9046,122.07637
1236,Mercury Drugs,Veterans Ave. Tetuan Zamboanga City 7000 Zamboanga del Sur,(062) 955-0371 / (0908) 813-2671,6.9046,122.07637
1237,Mercury Drugs,Veterans Ave. Zamboanga City 7000 Zamboanga del Sur,(062) 991-0823 / ( ) / (0908) 813-2651,6.9046,122.07637
1238,Mercury Drugs,Nat'l Hway Poblacion Buug 7009 Zamboanga Sibugay,(062) 983-1957 / ( ) / ( ) / (0908) 813-2668,7.81,122.59
1239,Mercury Drugs,Nat'l Hway cor. Quirino St. Ipil 7001 Zamboanga Sibugay,(062) 333-5262 / (062) 955-0249 / ( ) / (0908) 813-2655,7.81,122.59
1240,The Generics Pharmacy,Osmena St. Poblacion Pikit Cotabato 9409,0917-7040504,7.053736,124.672248
1241,The Generics Pharmacy,"Poblacion Carmen, Cotabato 9408",0,7.204511,124.795371
1242,The Generics Pharmacy,Poblacion Datu Odin Sinsuat Maguindanao 9601,9069743889,7.0262,124.31878
1243,The Generics Pharmacy,Mabini Corner E. Aguinaldo Street Koronadal City 9506,9437025959,6.500372,124.84356
1244,The Generics Pharmacy,"Orocio Bldg., Alunan Avenue General Paulino Sanstos Koronadal City 9506",9228302752,6.4979,124.85674
1245,The Generics Pharmacy,Poblacion 8 Midsayap Cotabato 9410,5230357,7.189171,124.53493
1246,The Generics Pharmacy,"Rizal Avenue, Poblacion, Kabacan, Cotabato City 9407",645726748,7.197034,124.235171
1247,The Generics Pharmacy,Poblacion 8 Midsayap Cotabato 9410,5230357,7.189171,124.53493
1248,The Generics Pharmacy,Prk. 5 Poblacion Monkayo Comval Prov. 8111,9357984426,49.164713,-123.134817
1249,The Generics Pharmacy,Cor. Rizal & Arellano St. Manikikapalong Don 8101,9172051698,39.390897,-99.066067
1250,The Generics Pharmacy,"Stall 112 2 Storey Bldg. Fd. 2 Public Market, Tibal-Og Sto. Tomas Davao Del Norte 8112",9273926022,39.390897,-99.066067
1251,The Generics Pharmacy,Blk. 6 Stall B Public Market Poblacion Compostela Comval 8109,9055883230,39.390897,-99.066067
1252,The Generics Pharmacy,Dr. 3 Laureano Pereyras Bldg. Magugpo West Tagum City Ddn 8100,91553633275,7.45697,125.80262
1253,The Generics Pharmacy,P-13 Poblacion Nabunturan Comval 8106,9173433979,7.59612,125.96423
1254,The Generics Pharmacy,"Bldg. No. 4, Stall No.4 Public Market, Ising Carmen Ddn 8109",9277314980,39.390897,-99.066067
1255,The Generics Pharmacy,B-1 Prk.11-A Fil-Am Village Brgy. Fatima General Santos City 9500,0,39.390897,-99.066067
1256,The Generics Pharmacy,Dreamland Subd Mabuhay Road Mabuhay Gen Santos City 9500,0,56.646798,9.794758
1257,The Generics Pharmacy,"Poblacion, Malapatan, Sarangani Province 9516",9124856133,5.96938,125.28626
1258,The Generics Pharmacy,Emelio Alegado St Poblacion Glan Sarangani Prov 9517,9501454967,13.381394,144.656936
1259,The Generics Pharmacy,Purok 7 New Society Apopong Gen Santos City 9500,0,6.14984,125.13951
1260,The Generics Pharmacy,Prk Reloqemas Rosario Street Poblacion Norala Soith Cotabato 9508,9127959044,6.51328,124.65515
1261,The Generics Pharmacy,Malalag Poblacion Maitum Sarangani Province 9515,9076545906,47.490612,9.122211
1262,The Generics Pharmacy,Roxas St. Public Market Poblacion Alabel Sarangaani Prov. 9501,9104291146,6.10343,125.28831
1263,The Generics Pharmacy,Public Market Poblacion Kiamba Sarangani Prov. 9514,9309397255,5.99001,124.62452
1264,The Generics Pharmacy,Safi Complex National Highway Calumpang Gen Santos City 9500,0,6.07234,125.1286
1265,The Generics Pharmacy,Ems Commercial Complex Purok Maliwanag Calumpang Gen Santos City 9500,9258237788,6.07234,125.1286
1266,The Generics Pharmacy,Poblacion Tupi South Cotabato 9505,9237464787,6.322532,125.008906
1267,The Generics Pharmacy,Mabini Street Libertad Surallah South Cotabato 9512,9228263498,6.375611,124.74725
1268,The Generics Pharmacy,"Ridjikin Boulevard, Bongao, Tawi-Tawi",268-1122,5.028974,119.771312
1269,The Generics Pharmacy,Zamora St. Public Mall Ozmaiz City Mis Occ 7200,5860774,39.390897,-99.066067
1270,The Generics Pharmacy,Romongaob Poblacion South Upi Maguindanao 9602,9973782856,6.88931,124.1503
1271,The Generics Pharmacy,Poblacion Libungan Cotabato 9411,2295390,7.24743,124.51901
1272,The Generics Pharmacy,P. Acharon Blvd. Cor Cahilsot St Brgy Dad West Gen Santos City 9500,0,56.646798,9.794758
1273,The Generics Pharmacy,Prk Lower Malakas San Isidro Gen Santos City 9500,0,56.646798,9.794758
1274,The Generics Pharmacy,Public Market Malandag Malungon Sarangani Prov 9503,9362660860,6.30461,125.24392
1275,The Generics Pharmacy,Poblacion Malungon Sarangani Prov. 9503,9489821068,47.5235,9.088556
1276,The Generics Pharmacy,Miranda St Poblacion Polomolok South Cotabato 9504,0,6.21427,125.064403
1277,The Generics Pharmacy,Prk Malipayon Crossing Makar Apopong Gen Santos City 9500,0,56.646798,9.794758
1278,The Generics Pharmacy,Dolores Hotel Building Casquejo St Dad South Gen Santos City 9500,9385544630,6.12409,125.1192
1279,The Generics Pharmacy,Quezon Compound Nunez Ext San Isidro Gen Santos City 9500,9228988903,6.14361,125.1653
1280,The Generics Pharmacy,"Sun Trading Bldg., Santiago Blvd., Bula Gen. Santos City 9500",9307978251,6.10412,125.19796
1281,The Generics Pharmacy,Across Camella Homes Pajac Lapulapu City 6015,9224954740,10.30795,123.98778
1282,The Generics Pharmacy,P & B Bldg Brgy Pob Ilaya Maayon Capiz 5809,0,39.390897,-99.066067
1283,The Generics Pharmacy,Brgy. Poblacion Tabuc Maayon Capiz 5809,9988558016,11.385299,122.637732
1284,The Generics Pharmacy,"Alvarez St., Brgy Zone 7, Pulupandan, Negros Occidental 6102",4542584,10.522659,122.803256
1285,The Generics Pharmacy,Bajada Poblacion San Remigio Cebu 6011,0,34.411033,-119.718784
1286,The Generics Pharmacy,Osmena St. Poblacion Daanbantayan 6013,0,11.248702,124.003418
1287,The Generics Pharmacy,National Road Eastern Poblacion Poro Cebu 6049,0,39.860767,-77.559338
1288,The Generics Pharmacy,"A.S. Arquillano St., Southern Poblacion, San Francisco, Camotes 6050",032-5112741,10.63545,124.37403
1289,The Generics Pharmacy,Marina Mall Ibo Lapu Lapu City 6015,9121985224,10.32583,123.98297
1290,The Generics Pharmacy,Gaisano Grand Mall Basak Lapulapu City 6015,032-2683200,10.29408,123.96095
1291,The Generics Pharmacy,Behik Commercial Bldg M L Quezon Highway Pajo Lapulapu City 6015,+639196545982,10.31312,123.95574
1292,The Generics Pharmacy,National Road Burgos St. Poblacion Tuburan 6043,0,39.960017,-82.429068
1293,The Generics Pharmacy,"National Road, Poblacion Sabangdanao City Cebu 6004",0,10.30903,123.893084
1294,The Generics Pharmacy,"Rivero St Takas Valderrama, Antique 5703",9363650675,11.001852,122.129408
1295,The Generics Pharmacy,Poblacion Ibajay Aklan 5613,2892765,11.82171,122.16143
1296,The Generics Pharmacy,Unit 102 Regner Meier Zentrum Bldg Guadalupe Cebu City 6000,0,39.390897,-99.066067
1297,The Generics Pharmacy,"Poblacion, Inopacan Leyte 6522",9177433851,38.725951,-104.801773
1298,The Generics Pharmacy,"J. Rizal St., Bato Leyte 6525",9553217900,13.561139,144.849309
1299,The Generics Pharmacy,Zone Iv Sogod So. Leyte 6606,0,10.461081,124.96557
1300,The Generics Pharmacy,30 Diciembre Corner A. Bonifacio St. Baybay City 6521,5637619,10.677195,124.797069
1301,The Generics Pharmacy,"C.V Alcuino St. Hilongos, Leyte 6524",533363578,10.372512,124.748806
1302,The Generics Pharmacy,S.B. Cabahug St. Ibabao Mandaue City Cebu 6014,0,10.343707,123.942279
1303,The Generics Pharmacy,V&G Road Cansaga Consolacion Cebu 6001,0,10.30903,123.893084
1304,The Generics Pharmacy,H. Abellana St. Basak Mandaue City Cebu 6014,0,10.343707,123.942279
1305,The Generics Pharmacy,Cebu North Road Poblacion Occidental Consolacion Cebu 6001,0,10.37658,123.9573
1306,The Generics Pharmacy,Ward 2 Minglanilla Cebu 6046,0,10.25456,123.79246
1307,The Generics Pharmacy,"N. Bacalso Ave. Ext., Mambaling, Cebu City 6000",0,10.30903,123.893084
